AL, 93, 2026081018,   , BEST,   0, 364N,  635W,  15, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 93, 2026081100,   , BEST,   0, 367N,  613W,  15, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 93, 2026081106,   , BEST,   0, 370N,  588W,  15, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 93, 2026081112,   , BEST,   0, 370N,  560W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 93, 2026081118,   , BEST,   0, 370N,  530W,  30, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,SPAWNINVEST, al762026 to al932026, 
AL, 93, 2026081200,   , BEST,   0, 370N,  497W,  35, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 93, 2026081206,   , BEST,   0, 370N,  466W,  35, 1011, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2026081212,   , BEST,   0, 368N,  439W,  35, 1008, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,TRANSITIONED, alA32026 to al032026, 
AL, 03, 2026081218,   , BEST,   0, 369N,  418W,  30, 1008, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
AL, 03, 2026081300,   , BEST,   0, 373N,  402W,  30, 1011, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
AL, 03, 2026081306,   , BEST,   0, 381N,  388W,  30, 1014, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
AL, 03, 2026081312,   , BEST,   0, 389N,  374W,  25, 1018, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
AL, 03, 2026081318,   , BEST,   0, 399N,  359W,  20, 1018, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
AL, 03, 2026081400,   , BEST,   0, 410N,  344W,  20, 1018, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CRISTOBAL,
