WP, 96, 2024081112,   , BEST,   0, 244N, 1470E,  15, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081118,   , BEST,   0, 245N, 1478E,  15, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081200,   , BEST,   0, 247N, 1484E,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081206,   , BEST,   0, 253N, 1489E,  25, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081212,   , BEST,   0, 259N, 1494E,  30, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081218,   , BEST,   0, 264N, 1498E,  40, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 96, 2024081300,   , BEST,   0, 269N, 1502E,  45, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 09, 2024081306,   , BEST,   0, 274N, 1502E,  45, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NINE,TRANSITIONED, wpC62024 to wp092024, 
WP, 09, 2024081312,   , BEST,   0, 279N, 1498E,  35, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NINE,
WP, 09, 2024081318,   , BEST,   0, 285N, 1493E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081400,   , BEST,   0, 295N, 1486E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081406,   , BEST,   0, 306N, 1480E,  30, 1002, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081412,   , BEST,   0, 319N, 1474E,  30, 1002, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081418,   , BEST,   0, 343N, 1469E,  25, 1002, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081500,   , BEST,   0, 360N, 1465E,  25, 1003, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081506,   , BEST,   0, 373N, 1473E,  20, 1006, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081512,   , BEST,   0, 388N, 1486E,  20, 1008, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
WP, 09, 2024081518,   , BEST,   0, 397N, 1517E,  20, 1008, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, WUKONG,
Analyzed by 223
