WP, 94, 2024092306,   , BEST,   0, 288N, 1307E,  25, 1009, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2024092312,   , BEST,   0, 284N, 1317E,  25, 1009, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2024092318,   , BEST,   0, 281N, 1327E,  25, 1009, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2024092400,   , BEST,   0, 279N, 1336E,  30, 1009, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2024092406,   , BEST,   0, 278N, 1342E,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2024092412,   , BEST,   0, 279N, 1346E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 18, 2024092418,   , BEST,   0, 281N, 1352E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, EIGHTEEN,TRANSITIONED, wpE42024 to wp182024,   
WP, 18, 2024092500,   , BEST,   0, 283N, 1347E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, EIGHTEEN,
WP, 18, 2024092506,   , BEST,   0, 281N, 1341E,  35, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, EIGHTEEN,
WP, 18, 2024092512,   , BEST,   0, 280N, 1335E,  35, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092518,   , BEST,   0, 280N, 1329E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092600,   , BEST,   0, 280N, 1325E,  30, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092606,   , BEST,   0, 280N, 1321E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092612,   , BEST,   0, 280N, 1319E,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092618,   , BEST,   0, 282N, 1320E,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092700,   , BEST,   0, 286N, 1323E,  30, 1005, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092706,   , BEST,   0, 290N, 1327E,  25, 1004, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
WP, 18, 2024092712,   , BEST,   0, 298N, 1330E,  20, 1005, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CIMARON,
Analyzed by 223
