WP, 91, 2026081112,   , BEST,   0, 219N, 1403E,  20, 1000, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 91, 2026081118,   , BEST,   0, 218N, 1411E,  20,  998, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 91, 2026081200,   , BEST,   0, 218N, 1419E,  30,  996, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 91, 2026081206,   , BEST,   0, 220N, 1433E,  30,  996, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081212,   , BEST,   0, 230N, 1448E,  30,  998, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,TRANSITIONED, wpE12026 to wp162026, 
WP, 16, 2026081218,   , BEST,   0, 247N, 1464E,  35,  998, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081300,   , BEST,   0, 264N, 1480E,  50,  997, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081306,   , BEST,   0, 273N, 1497E,  45,  995, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081312,   , BEST,   0, 278N, 1511E,  35,  995, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081318,   , BEST,   0, 283N, 1524E,  35,  995, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081400,   , BEST,   0, 284N, 1532E,  30,  995, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081406,   , BEST,   0, 284N, 1538E,  30,  997, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081412,   , BEST,   0, 283N, 1545E,  20,  999, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081418,   , BEST,   0, 282N, 1554E,  20,  999, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081500,   , BEST,   0, 282N, 1569E,  20, 1000, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081506,   , BEST,   0, 283N, 1580E,  20, 1000, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081512,   , BEST,   0, 284N, 1591E,  20, 1002, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081518,   , BEST,   0, 286N, 1602E,  20, 1002, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081600,   , BEST,   0, 283N, 1612E,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081606,   , BEST,   0, 278N, 1621E,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081612,   , BEST,   0, 275N, 1629E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081618,   , BEST,   0, 271N, 1639E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
WP, 16, 2026081700,   , BEST,   0, 265N, 1652E,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NANGKA,
