EP, 95, 2026062918,   , BEST,   0, 116N, 1230W,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 95, 2026063000,   , BEST,   0, 120N, 1234W,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 95, 2026063006,   , BEST,   0, 124N, 1240W,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 95, 2026063012,   , BEST,   0, 128N, 1250W,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 95, 2026063018,   , BEST,   0, 131N, 1258W,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 95, 2026070100,   , BEST,   0, 136N, 1265W,  25, 1005, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 04, 2026070106,   , BEST,   0, 143N, 1268W,  35, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FOUR,TRANSITIONED, epA52026 to ep042026, 
EP, 04, 2026070112,   , BEST,   0, 149N, 1269W,  35, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FOUR,
EP, 04, 2026070118,   , BEST,   0, 155N, 1269W,  30, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070200,   , BEST,   0, 162N, 1270W,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070206,   , BEST,   0, 167N, 1271W,  40, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070212,   , BEST,   0, 171N, 1271W,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070218,   , BEST,   0, 177N, 1273W,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070300,   , BEST,   0, 185N, 1276W,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070306,   , BEST,   0, 191N, 1280W,  40, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070312,   , BEST,   0, 196N, 1283W,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070318,   , BEST,   0, 201N, 1285W,  30, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070400,   , BEST,   0, 206N, 1287W,  20, 1003, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
EP, 04, 2026070406,   , BEST,   0, 211N, 1289W,  20, 1002, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, DOUGLAS,
