EP, 99, 2026081112,   , BEST,   0, 155N, 1287W,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 99, 2026081118,   , BEST,   0, 159N, 1292W,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 99, 2026081200,   , BEST,   0, 165N, 1297W,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 99, 2026081206,   , BEST,   0, 171N, 1301W,  25, 1008, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 99, 2026081212,   , BEST,   0, 174N, 1305W,  25, 1008, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 99, 2026081218,   , BEST,   0, 176N, 1309W,  30, 1009, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 08, 2026081300,   , BEST,   0, 177N, 1312W,  35, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, EIGHT,TRANSITIONED, epA92026 to ep082026, 
EP, 08, 2026081306,   , BEST,   0, 179N, 1315W,  45, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081312,   , BEST,   0, 180N, 1319W,  45, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081318,   , BEST,   0, 178N, 1321W,  45, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081400,   , BEST,   0, 171N, 1319W,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081406,   , BEST,   0, 165N, 1320W,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081412,   , BEST,   0, 163N, 1321W,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
EP, 08, 2026081418,   , BEST,   0, 162N, 1319W,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, HERNAN,
