EP, 91, 2026082312,   , BEST,   0, 103N, 1209W,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 91, 2026082318,   , BEST,   0, 107N, 1211W,  20, 1009, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 91, 2026082400,   , BEST,   0, 112N, 1212W,  25, 1008, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 91, 2026082406,   , BEST,   0, 118N, 1213W,  30, 1008, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 91, 2026082412,   , BEST,   0, 125N, 1213W,  30, 1007, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
EP, 10, 2026082418,   , BEST,   0, 131N, 1210W,  35, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TEN,TRANSITIONED, epB12026 to ep102026, 
EP, 10, 2026082500,   , BEST,   0, 138N, 1205W,  35, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TEN,
EP, 10, 2026082506,   , BEST,   0, 149N, 1199W,  45, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, JULIO,
EP, 10, 2026082512,   , BEST,   0, 170N, 1191W,  45, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, JULIO,
EP, 10, 2026082518,   , BEST,   0, 193N, 1191W,  35, 1003, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, JULIO,
EP, 10, 2026082600,   , BEST,   0, 218N, 1201W,  30, 1003, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, JULIO,
