SH, 90, 2024081218,   , BEST,   0,  33S,  763E,  15, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081300,   , BEST,   0,  35S,  762E,  15, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081306,   , BEST,   0,  35S,  761E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081312,   , BEST,   0,  37S,  760E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081318,   , BEST,   0,  39S,  756E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081400,   , BEST,   0,  40S,  753E,  25, 1006, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081406,   , BEST,   0,  39S,  751E,  30, 1006, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081412,   , BEST,   0,  40S,  749E,  30, 1006, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081418,   , BEST,   0,  43S,  746E,  35, 1006, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081500,   , BEST,   0,  47S,  744E,  35, 1006, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081506,   , BEST,   0,  51S,  740E,  35, 1007, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 90, 2024081512,   , BEST,   0,  55S,  737E,  35, 1004, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081518,   , BEST,   0,  62S,  735E,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST, TRANSITIONED, shA02025 to sh702025, 
SH, 70, 2024081600,   , BEST,   0,  63S,  732E,  35, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081606,   , BEST,   0,  64S,  730E,  35, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081612,   , BEST,   0,  63S,  728E,  40, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081618,   , BEST,   0,  67S,  724E,  40, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081700,   , BEST,   0,  70S,  720E,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081706,   , BEST,   0,  70S,  712E,  35, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081712,   , BEST,   0,  70S,  702E,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081718,   , BEST,   0,  70S,  695E,  35, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081800,   , BEST,   0,  71S,  687E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081806,   , BEST,   0,  68S,  686E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081812,   , BEST,   0,  68S,  685E,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081818,   , BEST,   0,  69S,  684E,  35, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 70, 2024081900,   , BEST,   0,  71S,  683E,  35, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
