EP, 99, 2025072712,   , BEST,   0,  91N,  966W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072718,   , BEST,   0,  93N,  975W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072800,   , BEST,   0,  95N,  983W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, SPAWNINVEST, ep762025 to ep982025, 
EP, 99, 2025072806,   , BEST,   0,  97N,  990W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, SPAWNINVEST, ep762025 to ep982025, 
EP, 99, 2025072812,   , BEST,   0,  98N,  996W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, SPAWNINVEST, ep762025 to ep982025, SPAWNINVEST, ep762025 to ep992025, 
EP, 99, 2025072818,   , BEST,   0,  99N, 1002W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072900,   , BEST,   0, 101N, 1011W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072906,   , BEST,   0, 103N, 1019W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072912,   , BEST,   0, 106N, 1027W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025072918,   , BEST,   0, 110N, 1044W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073000,   , BEST,   0, 114N, 1064W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  240,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073006,   , BEST,   0, 118N, 1085W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  240,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073012,   , BEST,   0, 122N, 1103W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  240,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073018,   , BEST,   0, 124N, 1118W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  240,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073100,   , BEST,   0, 125N, 1133W,  35, 1006, TS,   0,    ,    0,    0,    0,    0, 1010,  210,  90,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 99, 2025073106,   , BEST,   0, 126N, 1145W,  40, 1005, TS,  34, NEQ,  100,  140,   50,    0, 1010,  210,  90,   0,   0,   E,   0,    ,   0,   0,     GIL, M,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 07, 2025073112,   , BEST,   0, 129N, 1156W,  45, 1000, TS,  34, NEQ,  100,  140,  100,   20, 1009,  200,  50,  55,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  210,  150,    0,    0, genesis-num, 015, 
EP, 07, 2025073118,   , BEST,   0, 133N, 1167W,  50, 1000, TS,  34, NEQ,  100,  140,  120,   20, 1009,  200,  50,  55,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  210,  150,    0,    0, genesis-num, 015, 
EP, 07, 2025080100,   , BEST,   0, 138N, 1179W,  50,  998, TS,  34, NEQ,  100,  140,  120,   40, 1009,  200,  50,  60,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  270,  180,   90,  120, genesis-num, 015, 
EP, 07, 2025080106,   , BEST,   0, 144N, 1193W,  55,  997, TS,  50, NEQ,   50,   50,    0,   50, 1010,  190,  50,   0,   0,   E,   0,    ,   0,   0,        GIL, M,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 07, 2025080112,   , BEST,   0, 150N, 1210W,  60,  996, TS,  50, NEQ,   50,   50,    0,   50, 1010,  190,  50,  65,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  240,  210,   90,  120, genesis-num, 015, 
EP, 07, 2025080118,   , BEST,   0, 156N, 1227W,  65,  993, HU,  34, NEQ,  120,  120,   90,   90, 1010,  190,  30,  75,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  240,  210,   90,  120, genesis-num, 015, 
EP, 07, 2025080200,   , BEST,   0, 162N, 1243W,  70,  982, HU,  64, NEQ,   25,    0,    0,    0, 1010,  210,  25,  80,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  300,  270,   90,  120, genesis-num, 015, 
EP, 07, 2025080206,   , BEST,   0, 169N, 1260W,  65,  991, HU,  34, NEQ,  120,  100,   50,   90, 1010,  210,  25,  80,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  300,  270,  120,  150, genesis-num, 015, 
EP, 07, 2025080212,   , BEST,   0, 177N, 1278W,  65,  991, HU,  64, NEQ,   25,    0,    0,    0, 1011,  210,  25,  80,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  270,  240,  150,  150, genesis-num, 015, 
EP, 07, 2025080218,   , BEST,   0, 184N, 1295W,  65,  993, HU,  34, NEQ,  120,  100,   50,   90, 1012,  210,  25,  75,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  240,  210,  150,  150, genesis-num, 015, 
EP, 07, 2025080300,   , BEST,   0, 192N, 1312W,  60,  997, TS,  50, NEQ,   50,   50,    0,   50, 1012,  210,  25,  65,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  300,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080306,   , BEST,   0, 198N, 1329W,  55, 1000, TS,  34, NEQ,  120,  100,   50,   90, 1014,  190,  25,  60,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  270,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080312,   , BEST,   0, 204N, 1349W,  45, 1003, TS,  34, NEQ,  120,   80,   40,  100, 1014,  190,  30,  55,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  240,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080318,   , BEST,   0, 207N, 1367W,  35, 1004, TS,  34, NEQ,  120,  100,   50,   90, 1012,  210,  25,  75,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  240,  210,  150,  150, genesis-num, 015, 
EP, 07, 2025080400,   , BEST,   0, 209N, 1383W,  30, 1007, TD,  50, NEQ,   50,   50,    0,   50, 1012,  210,  25,  65,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  300,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080406,   , BEST,   0, 210N, 1399W,  25, 1000, TD,  34, NEQ,  120,  100,   50,   90, 1014,  190,  25,  60,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  270,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080412,   , BEST,   0, 211N, 1412W,  20, 1003, DB,  34, NEQ,  120,   80,   40,  100, 1014,  190,  30,  55,   0,   E,   0,    ,   0,   0,        GIL, M, 12, NEQ,  240,  240,  180,  150, genesis-num, 015, 
EP, 07, 2025080418,   , BEST,   0, 212N, 1423W,  20, 1004, DB,  34, NEQ,  120,  100,   50,   90, 1012,  210,  25,  75,   0,   E,   0,    ,   0,   0,        GIL, D, 12, NEQ,  240,  210,  150,  150, genesis-num, 015, 
