SH, B1, 2025080500,   , BEST,   0,  62S,  651E,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080506,   , BEST,   0,  65S,  650E,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080512,   , BEST,   0,  68S,  648E,  15, 1003, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080518,   , BEST,   0,  70S,  645E,  20, 1001, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080600,   , BEST,   0,  73S,  640E,  25,  999, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080606,   , BEST,   0,  73S,  635E,  30,  998, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080612,   , BEST,   0,  73S,  630E,  35, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, B1, 2025080618,   , BEST,   0,  74S,  626E,  40, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
SH, 02, 2025080700,   , BEST,   0,  74S,  622E,  40, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TWO, TRANSITIONED, shA12026 to sh022026, 
SH, 02, 2025080706,   , BEST,   0,  73S,  615E,  45, 1003, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TWO,
SH, 02, 2025080712,   , BEST,   0,  72S,  608E,  50, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
SH, 02, 2025080718,   , BEST,   0,  69S,  602E,  55, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
SH, 02, 2025080800,   , BEST,   0,  64S,  597E,  45, 1004, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
SH, 02, 2025080806,   , BEST,   0,  59S,  595E,  35, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
SH, 02, 2025080812,   , BEST,   0,  55S,  596E,  25, 1007, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
SH, 02, 2025080818,   , BEST,   0,  52S,  597E,  20, 1001, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, AWO,
Analyzed by 223
