AL, 90, 2025082012,   , BEST,   0, 155N,  485W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082018,   , BEST,   0, 161N,  502W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082100,   , BEST,   0, 166N,  522W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082106,   , BEST,   0, 169N,  539W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082112,   , BEST,   0, 172N,  552W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST, SPAWNINVEST, al792025 to al902025, 
AL, 90, 2025082118,   , BEST,   0, 175N,  565W,  25, 1010, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082200,   , BEST,   0, 179N,  575W,  25, 1010, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082206,   , BEST,   0, 186N,  587W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082212,   , BEST,   0, 198N,  596W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082218,   , BEST,   0, 207N,  606W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082300,   , BEST,   0, 215N,  616W,  25, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 90, 2025082306,   , BEST,   0, 233N,  620W,  30, 1011, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 06, 2025082312,   , BEST,   0, 251N,  619W,  35, 1011, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 06, 2025082318,   , BEST,   0, 266N,  617W,  35, 1010, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND, TRANSITIONED, alB02025 to al062025, 
AL, 06, 2025082400,   , BEST,   0, 280N,  613W,  35, 1010, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
