AL, 03, 2025070306,   , BEST,   0, 263N,  830W,  15, 1015, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2025070312,   , BEST,   0, 267N,  816W,  15, 1014, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2025070318,   , BEST,   0, 281N,  805W,  20, 1014, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2025070400,   , BEST,   0, 295N,  800W,  25, 1013, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST, SPAWNINVEST, al752025 to al922025, 
AL, 03, 2025070406,   , BEST,   0, 301N,  797W,  25, 1013, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2025070412,   , BEST,   0, 305N,  792W,  25, 1011, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 03, 2025070418,   , BEST,   0, 304N,  790W,  30, 1012, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, THREE, TRANSITIONED, alB22025 to al032025, 
AL, 03, 2025070500,   , BEST,   0, 306N,  786W,  30, 1012, SD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, THREE,
AL, 03, 2025070506,   , BEST,   0, 308N,  787W,  35, 1010, SS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, THREE,
AL, 03, 2025070512,   , BEST,   0, 310N,  790W,  35, 1009, SS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070518,   , BEST,   0, 316N,  787W,  40, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070600,   , BEST,   0, 323N,  787W,  45, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070606,   , BEST,   0, 333N,  789W,  50, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070612,   , BEST,   0, 340N,  792W,  40, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070618,   , BEST,   0, 348N,  793W,  30, 1007, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070700,   , BEST,   0, 356N,  790W,  25, 1006, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070706,   , BEST,   0, 363N,  786W,  25, 1009, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070712,   , BEST,   0, 373N,  770W,  25, 1011, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070718,   , BEST,   0, 383N,  757W,  20, 1012, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
AL, 03, 2025070800,   , BEST,   0, 392N,  748W,  20, 1011, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, CHANTAL,
Analyzed by 223
